Rank	Disease	Category	Protein	Gene	Protein_class	Immune_class	Plasma_detectability	PIRS_coefficient	PIRS_direction	CV_stability	Sensitivity_contrib	Specificity_contrib	AUROC_contrib	MR_OR	MR_FDR	MR_support	Coloc_PP_H4	Coloc_support	pQTL_support	Protein_level_causal	Replication	Known_drug_status	Druggability	Novelty_score_PINS	Novelty_tier	Novelty_tier_label	Causal_predictive_concordance	Therapeutic_direction	Biomarker_or_target	Best_figure_panel	Best_validation_experiment	Final_recommendation
148	Ankylosing spondylitis	Autoimmune	Endothelin-1	EDN1	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	2.024	3.37e-02	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	1.128	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
149	Hypertension	Cardiovascular	Clathrin interactor 1	CLINT1	Plasma proteins, Predicted intracellular proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.437	9.01e-04	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.109	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
150	Coronary heart disease	Cardiovascular	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	PINLYP	Predicted intracellular proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.179	4.23e-02	yes	0.0	no	no	no	not tested	not an approved target	Low-moderate	1.108	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
151	Atrial fibrillation	Cardiovascular	Monocyte differentiation antigen CD14	CD14	Cancer-related genes, CD markers, Human disease related genes, Plasma proteins, Predicted secreted proteins, Transporters	HLA/Antigen presentation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.9	4.33e-02	yes	0.002	no	no	no	not tested	not an approved target	Low-moderate	1.108	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
152	Type 2 diabetes	Metabolic	Neuritin	NRN1	Predicted membrane proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.088	4.28e-02	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	1.107	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
153	Hypertension	Cardiovascular	Myosin light chain 4	MYL4	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.657	1.05e-03	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	1.095	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
154	Atrial fibrillation	Cardiovascular	Huntingtin-interacting protein 1-related protein	HIP1R	Cancer-related genes, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.465	8.57e-03	yes	0.178	no	no	no	not tested	not an approved target	Uncertain	1.091	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
155	Hypertension	Cardiovascular	Keratin, type I cytoskeletal 18	KRT18	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.235	9.08e-03	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	0.908	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
156	Coronary heart disease	Cardiovascular	Phosphoethanolamine/phosphocholine phosphatase	PHOSPHO1	Enzymes, Metabolic proteins, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.851	3.68e-02	yes	0.004	no	no	no	not tested	not an approved target	Uncertain	0.791	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
157	Alzheimer's disease	Neuro/Aging	Transcription factor RelB	RELB	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.357	4.76e-02	yes	0.0	no	no	no	not tested	not an approved target	Uncertain	0.764	3	Causal nomination (MR only)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Target nomination (causal, needs coloc)	Panel B/C (performance + signature)	Transcript-to-protein bridge: acquire cis-pQTL, test colocalization	Nominate: causal but needs colocalization before resourcing
158	Type 1 diabetes	Metabolic	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	25.667	1.32e-37	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	1.333	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
159	Rheumatoid arthritis	Autoimmune	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	4.412	1.04e-34	yes	NA	no	no	no	replicated	not an approved target	Low-moderate	1.333	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
160	Coeliac disease	Autoimmune	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	3.676	1.72e-08	yes	NA	no	no	no	not covered	not an approved target	Low-moderate	0.886	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
161	Ankylosing spondylitis	Autoimmune	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	3.348	2.70e-05	yes	NA	no	no	no	not covered	not an approved target	Low-moderate	0.247	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
162	Psoriasis	Autoimmune	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.62	5.96e-03	yes	NA	no	no	no	replicated	not an approved target	Low-moderate	0.0	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
163	Sjogren syndrome	Autoimmune	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	2.615	6.62e-03	yes	NA	no	no	no	not covered	not an approved target	Low-moderate	0.0	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
164	Systemic lupus erythematosus	Autoimmune	Complement C2	C2	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	4.064	2.75e-02	yes	NA	no	no	no	not tested	not an approved target	Low-moderate	0.0	2	MHC/LD — held at nomination	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — held (MHC/LD caution)	Biomarker (predictive) — not yet a target	Panel D (concordance, MHC-flagged)	Fine-map MHC / condition on classical HLA alleles before any claim	Hold: MHC/LD confounding must be excluded
165	Rheumatoid arthritis	Autoimmune	Cytotoxic T-lymphocyte protein 4	CTLA4	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Immune checkpoint	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.511	2.32e-12	yes	0.985	yes (PP.H4>=0.8)	no	no	replicated	known drug target	High (FDA-precedented class, tractable)	3.485	1	Known-drug positive control	Causal-only (PIRS not trained)	Agonize / replace — positive control	Prioritized target (transcript-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
166	Autoimmune hyperthyroidism	Autoimmune	Cytotoxic T-lymphocyte protein 4	CTLA4	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Immune checkpoint	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.154	7.28e-16	yes	0.845	yes (PP.H4>=0.8)	no	no	replicated	known drug target	High (FDA-precedented class, tractable)	3.345	1	Known-drug positive control	Causal-only (PIRS not trained)	Agonize / replace — positive control	Prioritized target (transcript-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
167	Multiple sclerosis	Autoimmune	Tumor necrosis factor ligand superfamily member 14	TNFSF14	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	TNF superfamily	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.498	1.73e-06	yes	0.999	yes (PP.H4>=0.8)	yes (concordant, protein-level)	yes	replicated	known drug target	Moderate	2.818	1	Known-drug positive control	Causal-only (PIRS not trained)	Agonize / replace — positive control	Therapeutic target (protein-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
168	Rheumatoid arthritis	Autoimmune	Interleukin-6 receptor subunit beta	IL6ST	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	2.632	1.75e-14	yes	1.0	yes (PP.H4>=0.8)	no	no	replicated	known drug target	Moderate	2.667	1	Known-drug positive control	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — positive control	Prioritized target (transcript-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
169	Psoriasis	Autoimmune	Interleukin-4	IL4	Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.796	1.62e-06	yes	0.0	no	yes (concordant, protein-level)	no	replicated	known drug target	High (FDA-precedented class, tractable)	2.658	1	Known-drug positive control	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — positive control	Biomarker (predictive) — not yet a target	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
170	Type 1 diabetes	Metabolic	Cytotoxic T-lymphocyte protein 4	CTLA4	CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Immune checkpoint	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.389	1.04e-06	yes	0.961	yes (PP.H4>=0.8)	no	no	not tested	known drug target	High (FDA-precedented class, tractable)	2.657	1	Known-drug positive control	Causal-only (PIRS not trained)	Agonize / replace — positive control	Prioritized target (transcript-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
171	Ankylosing spondylitis	Autoimmune	Tumor necrosis factor receptor superfamily member 1A	TNFRSF1A	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	TNF superfamily	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.46	9.32e-03	yes	0.859	yes (PP.H4>=0.8)	yes (concordant, protein-level)	yes	replicated	known drug target	High (FDA-precedented class, tractable)	2.265	1	Known-drug positive control	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — positive control	Therapeutic target (protein-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
172	Rheumatoid arthritis	Autoimmune	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	Cancer-related genes, CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	TNF superfamily	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.874	4.68e-03	yes	0.083	no	yes (concordant, protein-level)	no	replicated	known drug target	Low-moderate	1.383	1	Known-drug positive control	Causal-only (PIRS not trained)	Agonize / replace — positive control	Biomarker (predictive) — not yet a target	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
173	Coronary heart disease	Cardiovascular	Interleukin-4	IL4	Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.247	7.10e-03	yes	0.26	no	no	no	not tested	known drug target	High (FDA-precedented class, tractable)	1.189	1	Known-drug positive control	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — positive control	Biomarker (predictive) — not yet a target	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
174	Psoriasis	Autoimmune	Interleukin-6 receptor subunit beta	IL6ST	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Cytokine/Interleukin	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.578	2.52e-02	yes	0.812	yes (PP.H4>=0.8)	no	no	not tested	known drug target	Moderate	0.798	1	Known-drug positive control	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — positive control	Prioritized target (transcript-level)	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
175	Obesity	Metabolic	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	Cancer-related genes, CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	TNF superfamily	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.093	1.32e-02	yes	0.461	no	no	no	not tested	known drug target	Low-moderate	0.67	1	Known-drug positive control	Causal-only (PIRS not trained)	Block (antagonist/neutralizing Ab) — positive control	Biomarker (predictive) — not yet a target	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
176	Multiple sclerosis	Autoimmune	Tumor necrosis factor receptor superfamily member 14	TNFRSF14	Cancer-related genes, CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	TNF superfamily	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.73	2.64e-03	yes	0.036	no	no	no	replicated	known drug target	Low-moderate	0.385	1	Known-drug positive control	Causal-only (PIRS not trained)	Agonize / replace — positive control	Biomarker (predictive) — not yet a target	Panel B (performance — positive control)	Confirm as positive control; benchmark against approved agent	Reference/positive control: validates the pipeline
