Rank	Disease	Category	Protein	Gene	Protein_class	Immune_class	Plasma_detectability	PIRS_coefficient	PIRS_direction	CV_stability	Sensitivity_contrib	Specificity_contrib	AUROC_contrib	MR_OR	MR_FDR	MR_support	Coloc_PP_H4	Coloc_support	pQTL_support	Protein_level_causal	Replication	Known_drug_status	Druggability	Novelty_score_PINS	Novelty_tier	Novelty_tier_label	Causal_predictive_concordance	Therapeutic_direction	Biomarker_or_target	Best_figure_panel	Best_validation_experiment	Final_recommendation
32	Varicose veins	Cardiovascular	Solute carrier family 12 member 2	SLC12A2	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.53	2.46e-32	yes	0.997	yes (PP.H4>=0.8)	no	no	replicated (FinnGen + UK Biobank)	not an approved target	High (FDA-precedented class, tractable)	5.497	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
33	Other disorders of veins	Cardiovascular	Solute carrier family 12 member 2	SLC12A2	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.517	5.09e-18	yes	0.997	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	5.497	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
34	Hypertension	Cardiovascular	Tyrosine-protein kinase Fes/Fps	FES	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.847	1.30e-28	yes	0.978	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Uncertain	5.478	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
35	Hypertension, essential	Cardiovascular	Tyrosine-protein kinase Fes/Fps	FES	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Immune-cell-enriched	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.846	5.51e-26	yes	0.977	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Uncertain	5.477	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
36	Malignant neoplasm of skin, excluding all cancers (controls excluding all cancers)	Neoplasm	Receptor tyrosine-protein kinase erbB-3	ERBB3	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.267	1.49e-02	yes	0.94	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Moderate	5.472	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
37	Autoimmune diseases	Haematological/Immune	CD226 antigen	CD226	CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	CD/Leukocyte surface	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.917	1.61e-06	yes	0.96	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Low-moderate	5.452	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
38	Asthma (only as main-diagnosis) (more control exclusions)	Respiratory	Receptor tyrosine-protein kinase erbB-3	ERBB3	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.815	7.67e-03	yes	0.857	yes (PP.H4>=0.8)	no	no	replicated (FinnGen + UK Biobank)	not an approved target	Moderate	5.447	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Replace / decoy-receptor or agonist (protective, soluble)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
39	Basal cell carcinoma, excluding all cancers (controls excluding all cancers)	Neoplasm	Receptor tyrosine-protein kinase erbB-3	ERBB3	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.291	3.02e-02	yes	0.957	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Moderate	5.428	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
40	Other heart diseases	Cardiovascular	Angiotensin-converting enzyme	ACE	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.528	8.81e-03	yes	0.982	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	5.393	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
41	Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)	Neoplasm	Receptor tyrosine-protein kinase erbB-3	ERBB3	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.28	2.95e-02	yes	0.919	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Moderate	5.391	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
42	Pulmonary eosinophilia, not elsewhere classified	Respiratory	Angiotensin-converting enzyme	ACE	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.014	1.80e-02	yes	0.987	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	5.336	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
43	Visual impairment including blindness (binocular or monocular)	Ophthalmological	Complement factor H	CFH	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Complement/Coagulation	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.144	1.71e-08	yes	0.943	yes (PP.H4>=0.8)	yes (concordant, protein-level)	yes	not tested	not an approved target	Low-moderate	5.33	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize / recombinant-protein replacement (protective, secreted)	Therapeutic target (protein-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
44	Acute sinusitis	Respiratory	Receptor tyrosine-protein kinase erbB-2	ERBB2	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Immune-cell-enriched	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	2.239	8.54e-06	yes	0.813	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	5.326	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
45	Atrial fibrillation and flutter	Cardiovascular	Angiotensin-converting enzyme	ACE	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Immune-cell-enriched	High (secreted to blood)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.724	1.06e-02	yes	0.878	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	High (FDA-precedented class, tractable)	5.273	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
46	Peritonsillar abscess	Respiratory	Tumor necrosis factor receptor superfamily member 3	LTBR	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Cytokine/Interleukin	High (soluble receptor / shed)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	1.562	1.44e-11	yes	0.928	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Low-moderate	5.262	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Block (antagonist / neutralizing antibody / small molecule)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then neutralization/knockdown in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
47	Hypothyroidism, strict autoimmune	Metabolic/Endocrine	CD226 antigen	CD226	CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	CD/Leukocyte surface	Measured (Olink Explore panel)	NA (train PIRS)	NA	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	NA (train PIRS)	0.887	7.33e-06	yes	0.901	yes (PP.H4>=0.8)	no	no	not tested	not an approved target	Low-moderate	5.261	4	Prioritized causal target (transcript-level)	Causal-only (PIRS not trained)	Agonize (protective; intracellular route caution)	Prioritized target (transcript-level)	Panel E (novelty-priority map)	Protein-level pQTL-MR + coloc in an independent plasma pQTL panel (UKB-PPP/deCODE); then over-expression/supplementation in relevant primary cells	Prioritize: obtain plasma pQTL to upgrade to protein-level
